"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Cover_Type","Combined_Soil_Type","Combined_Wilderness_Area","Total_Hillshade"
2738,"SE","5-10",0,0,1657,2476,"Lodgepole Pine","20","Rawah Area",605
3232,"NE","10-15",90,4,2821,2724,"Spruce/Fir","29","Rawah Area",558
2712,"NE","15-20",210,80,1018,1921,"Lodgepole Pine","31","Comanche Peak Area",534
2761,"N","10-15",216,40,2621,361,"Spruce/Fir","10","Comanche Peak Area",553
2990,"NE","5-10",384,24,3823,1889,"Lodgepole Pine","29","Rawah Area",589
3025,"N","10-15",390,80,1717,3303,"Lodgepole Pine","33","Comanche Peak Area",557
2900,"NE","15-20",674,121,1113,2529,"Lodgepole Pine","11","Comanche Peak Area",546
3084,"NW","15-20",319,53,3141,671,"Spruce/Fir","32","Comanche Peak Area",591
3232,"NE","5-10",424,29,1813,1211,"Spruce/Fir","31","Comanche Peak Area",592
3002,"SE","15-20",570,196,571,1190,"Lodgepole Pine","29","Rawah Area",589
2890,"NE","15-20",426,87,4516,5181,"Spruce/Fir","29","Rawah Area",530
2828,"NE","5-10",30,4,488,424,"Lodgepole Pine","23","Comanche Peak Area",588
3045,"NE","5-10",361,100,2894,1500,"Spruce/Fir","32","Comanche Peak Area",592
3221,"NE","25-30",67,8,4317,3437,"Spruce/Fir","22","Comanche Peak Area",480
2638,"E","15-20",711,21,750,1201,"Ponderosa Pine","11","Comanche Peak Area",529
2843,"SW","5-10",95,14,579,437,"Spruce/Fir","13","Comanche Peak Area",632
2655,"N","30-35",90,49,2130,7122,"Lodgepole Pine","29","Rawah Area",450
2943,"W","25-30",153,30,5119,1533,"Lodgepole Pine","29","Rawah Area",625
2943,"NW","15-20",192,31,1129,2960,"Spruce/Fir","22","Rawah Area",600
3212,"W","0-5",0,0,859,1201,"Spruce/Fir","32","Neota Area",618
3325,"NW","15-20",732,151,830,514,"Spruce/Fir","33","Neota Area",589
3178,"NW","5-10",0,0,693,1034,"Lodgepole Pine","32","Neota Area",608
3446,"E","10-15",90,1,3169,2348,"Krummholz","35","Rawah Area",579
3208,"E","10-15",751,36,4123,2041,"Spruce/Fir","29","Rawah Area",584
2755,"S","5-10",67,7,1809,1060,"Lodgepole Pine","12","Rawah Area",619
3030,"S","5-10",216,9,1350,1235,"Lodgepole Pine","32","Comanche Peak Area",623
3022,"N","15-20",417,57,3381,1940,"Spruce/Fir","24","Comanche Peak Area",551
1919,"NE","25-30",0,0,42,331,"Ponderosa Pine","10","Cache la Poudre Area",412
2857,"SE","5-10",30,2,1482,1423,"Spruce/Fir","29","Rawah Area",605
2738,"W","30-35",162,89,1671,1290,"Lodgepole Pine","13","Comanche Peak Area",600
2952,"E","15-20",30,-6,2737,1454,"Spruce/Fir","24","Comanche Peak Area",521
3024,"NE","20-25",272,51,4767,1772,"Spruce/Fir","29","Rawah Area",514
3165,"W","5-10",30,8,805,1499,"Spruce/Fir","21","Comanche Peak Area",617
3210,"E","0-5",30,0,5260,769,"Spruce/Fir","22","Rawah Area",609
3320,"NE","5-10",240,21,4230,1380,"Spruce/Fir","29","Rawah Area",579
2996,"SE","10-15",376,82,1782,2802,"Lodgepole Pine","32","Comanche Peak Area",607
3238,"NE","5-10",540,74,1828,2522,"Spruce/Fir","32","Comanche Peak Area",578
3364,"S","25-30",300,135,3861,3009,"Spruce/Fir","33","Comanche Peak Area",578
3391,"W","10-15",1073,114,1126,713,"Spruce/Fir","23","Neota Area",629
2998,"SW","10-15",150,20,5617,2486,"Spruce/Fir","29","Rawah Area",636
2783,"E","30-35",134,19,3090,702,"Lodgepole Pine","10","Comanche Peak Area",454
3201,"NE","15-20",0,0,2949,2448,"Spruce/Fir","29","Rawah Area",530
3256,"NW","10-15",552,4,4401,859,"Spruce/Fir","32","Comanche Peak Area",588
3013,"SE","10-15",601,207,603,1182,"Lodgepole Pine","29","Rawah Area",586
2949,"N","10-15",85,6,1846,1146,"Spruce/Fir","29","Rawah Area",574
2898,"S","10-15",120,14,3401,2051,"Lodgepole Pine","12","Rawah Area",621
2964,"SE","10-15",543,21,2809,2389,"Lodgepole Pine","26","Comanche Peak Area",610
3022,"N","0-5",67,0,4555,900,"Lodgepole Pine","29","Rawah Area",602
2918,"NE","5-10",0,0,2213,1992,"Lodgepole Pine","16","Comanche Peak Area",579
2965,"SE","10-15",0,0,3416,6123,"Lodgepole Pine","20","Rawah Area",600
3159,"S","5-10",150,0,3665,4696,"Spruce/Fir","29","Rawah Area",621
2739,"S","30-35",162,96,2367,702,"Lodgepole Pine","4","Comanche Peak Area",615
3159,"S","5-10",67,1,454,1383,"Spruce/Fir","23","Rawah Area",618
3390,"N","10-15",516,98,2536,1194,"Spruce/Fir","32","Comanche Peak Area",580
2897,"S","5-10",339,64,3784,3355,"Lodgepole Pine","12","Rawah Area",617
3025,"SW","25-30",277,125,1947,2083,"Lodgepole Pine","23","Comanche Peak Area",624
3273,"S","20-25",806,3,4094,1601,"Lodgepole Pine","33","Comanche Peak Area",619
2656,"E","10-15",162,29,2230,2160,"Douglas-fir","10","Comanche Peak Area",568
3073,"W","10-15",60,7,5459,2581,"Lodgepole Pine","23","Rawah Area",632
2973,"E","15-20",153,47,5534,1379,"Lodgepole Pine","30","Rawah Area",539
2834,"SE","15-20",228,53,4050,5251,"Lodgepole Pine","30","Rawah Area",569
2857,"E","15-20",120,19,2848,2639,"Lodgepole Pine","12","Rawah Area",554
2988,"E","10-15",60,13,3021,6491,"Spruce/Fir","29","Rawah Area",573
2696,"E","5-10",566,80,1103,1436,"Lodgepole Pine","12","Rawah Area",594
2691,"E","10-15",510,-5,816,1521,"Lodgepole Pine","30","Rawah Area",570
2780,"N","25-30",342,156,1448,1276,"Lodgepole Pine","33","Comanche Peak Area",522
3408,"SE","15-20",510,-56,2030,2850,"Spruce/Fir","39","Neota Area",574
2856,"N","20-25",324,43,3164,2376,"Spruce/Fir","33","Comanche Peak Area",493
3110,"NW","15-20",153,24,5006,595,"Spruce/Fir","29","Rawah Area",596
2363,"SE","10-15",108,14,1292,595,"Ponderosa Pine","6","Cache la Poudre Area",591
2594,"E","5-10",510,55,1350,1677,"Lodgepole Pine","11","Comanche Peak Area",582
2408,"E","20-25",150,34,702,691,"Ponderosa Pine","1","Cache la Poudre Area",501
2996,"SE","5-10",228,38,3968,1289,"Lodgepole Pine","29","Rawah Area",611
3220,"W","5-10",778,124,1282,2263,"Spruce/Fir","32","Comanche Peak Area",626
2475,"S","20-25",67,15,2003,242,"Ponderosa Pine","2","Comanche Peak Area",622
2266,"NW","20-25",85,28,1181,752,"Douglas-fir","10","Cache la Poudre Area",574
3366,"W","5-10",331,27,1140,2240,"Spruce/Fir","32","Comanche Peak Area",621
2562,"E","0-5",0,0,1360,2505,"Douglas-fir","17","Comanche Peak Area",604
3243,"S","5-10",85,4,4715,2698,"Spruce/Fir","35","Comanche Peak Area",624
2780,"N","20-25",242,85,2691,2039,"Lodgepole Pine","29","Rawah Area",509
2613,"S","5-10",201,9,1546,942,"Ponderosa Pine","2","Comanche Peak Area",620
2847,"NE","20-25",90,40,1008,1816,"Spruce/Fir","30","Rawah Area",484
3185,"NE","5-10",162,6,1899,655,"Spruce/Fir","22","Rawah Area",574
2721,"NE","20-25",240,90,1214,1929,"Lodgepole Pine","33","Comanche Peak Area",484
3009,"NW","5-10",30,2,2791,2197,"Spruce/Fir","23","Comanche Peak Area",609
2597,"E","20-25",277,78,418,2404,"Lodgepole Pine","29","Rawah Area",503
3160,"SE","20-25",382,-155,324,3683,"Lodgepole Pine","22","Neota Area",565
3228,"NW","10-15",781,135,2793,3750,"Spruce/Fir","30","Rawah Area",577
3376,"E","20-25",127,-15,3638,2669,"Krummholz","37","Rawah Area",512
2286,"NE","25-30",95,64,1260,499,"Ponderosa Pine","2","Cache la Poudre Area",468
3339,"N","10-15",446,100,3241,2467,"Spruce/Fir","31","Comanche Peak Area",564
3309,"NE","10-15",361,50,2496,1426,"Krummholz","38","Comanche Peak Area",557
3166,"NE","25-30",67,31,3851,1325,"Spruce/Fir","30","Rawah Area",471
2948,"SW","25-30",170,48,3116,1982,"Lodgepole Pine","13","Comanche Peak Area",630
3291,"S","20-25",474,91,3055,658,"Spruce/Fir","33","Comanche Peak Area",613
3177,"E","25-30",309,31,1406,2359,"Spruce/Fir","39","Comanche Peak Area",483
2793,"NE","5-10",150,32,2214,3442,"Lodgepole Pine","12","Rawah Area",583
3244,"NE","15-20",510,173,3458,1797,"Spruce/Fir","31","Comanche Peak Area",517
3260,"E","10-15",797,52,3957,2714,"Spruce/Fir","23","Rawah Area",573
3325,"W","10-15",218,30,1699,1704,"Spruce/Fir","32","Comanche Peak Area",623
2782,"E","20-25",323,49,3010,1401,"Lodgepole Pine","2","Comanche Peak Area",532
3353,"NW","25-30",488,149,595,830,"Spruce/Fir","33","Neota Area",566
3248,"NW","15-20",127,37,1523,474,"Spruce/Fir","23","Rawah Area",570
2933,"N","5-10",722,135,3208,769,"Lodgepole Pine","10","Comanche Peak Area",578
3262,"N","15-20",402,63,1146,741,"Spruce/Fir","32","Neota Area",548
2843,"SW","20-25",631,102,3895,1537,"Lodgepole Pine","13","Comanche Peak Area",640
2471,"NW","25-30",361,121,752,488,"Douglas-fir","10","Cache la Poudre Area",536
3273,"SE","5-10",283,34,5470,960,"Lodgepole Pine","29","Rawah Area",599
3150,"NE","15-20",495,231,1991,2651,"Spruce/Fir","33","Comanche Peak Area",522
3028,"NE","15-20",815,133,1348,1992,"Spruce/Fir","33","Comanche Peak Area",530
2949,"SW","5-10",793,94,2836,1655,"Lodgepole Pine","26","Comanche Peak Area",632
3258,"NE","10-15",722,182,969,2112,"Lodgepole Pine","33","Comanche Peak Area",558
3301,"NW","5-10",124,9,4134,3899,"Krummholz","38","Rawah Area",593
3211,"NE","5-10",646,78,5765,1463,"Spruce/Fir","29","Rawah Area",577
3137,"NE","0-5",60,2,2751,1101,"Lodgepole Pine","23","Rawah Area",601
2970,"NE","15-20",240,24,4742,3948,"Lodgepole Pine","29","Rawah Area",538
3083,"S","10-15",90,3,6885,2940,"Lodgepole Pine","30","Rawah Area",617
3135,"W","10-15",741,116,6154,1468,"Lodgepole Pine","30","Rawah Area",635
2913,"NW","15-20",95,14,4784,1771,"Aspen","23","Rawah Area",585
2877,"N","10-15",547,85,4200,5597,"Spruce/Fir","16","Rawah Area",585
2925,"E","10-15",67,11,3610,1504,"Lodgepole Pine","30","Rawah Area",590
2924,"E","10-15",42,4,3671,2197,"Lodgepole Pine","12","Rawah Area",566
3247,"NW","10-15",124,27,4562,2581,"Spruce/Fir","32","Comanche Peak Area",591
2669,"SE","15-20",67,21,360,509,"Lodgepole Pine","30","Rawah Area",574
2967,"S","15-20",60,22,1782,127,"Lodgepole Pine","32","Comanche Peak Area",612
2759,"NE","5-10",30,7,1328,2151,"Spruce/Fir","20","Comanche Peak Area",581
2924,"N","10-15",437,47,446,967,"Spruce/Fir","31","Comanche Peak Area",562
2828,"NE","0-5",170,20,2029,2568,"Spruce/Fir","30","Rawah Area",601
2957,"NE","15-20",331,156,335,685,"Lodgepole Pine","29","Rawah Area",541
2680,"SE","25-30",212,103,1771,1215,"Ponderosa Pine","4","Comanche Peak Area",576
2867,"E","10-15",67,13,4943,4455,"Lodgepole Pine","29","Rawah Area",572
2872,"SW","10-15",420,72,2402,1964,"Aspen","26","Comanche Peak Area",639
2778,"N","5-10",150,31,2067,2629,"Lodgepole Pine","29","Rawah Area",590
2941,"SE","15-20",0,0,3984,2467,"Lodgepole Pine","19","Rawah Area",583
2590,"S","20-25",153,59,977,1398,"Ponderosa Pine","4","Comanche Peak Area",598
2992,"NW","10-15",134,25,3214,1945,"Lodgepole Pine","29","Rawah Area",604
3072,"W","20-25",450,161,5455,949,"Lodgepole Pine","29","Rawah Area",610
2992,"NE","5-10",255,39,864,2382,"Lodgepole Pine","29","Rawah Area",582
2581,"E","10-15",60,2,816,1261,"Lodgepole Pine","11","Comanche Peak Area",573
3237,"N","10-15",319,62,4528,765,"Spruce/Fir","32","Comanche Peak Area",569
3118,"NW","10-15",30,-4,2252,732,"Spruce/Fir","23","Comanche Peak Area",610
2722,"E","5-10",218,-5,1484,4020,"Lodgepole Pine","12","Rawah Area",594
2800,"N","15-20",201,46,997,1921,"Spruce/Fir","11","Comanche Peak Area",543
2995,"SW","10-15",658,95,5796,5310,"Spruce/Fir","29","Rawah Area",637
3097,"S","15-20",108,2,2646,3421,"Lodgepole Pine","22","Rawah Area",619
3065,"NE","10-15",323,15,4667,706,"Lodgepole Pine","30","Rawah Area",549
2991,"N","15-20",283,81,1666,2542,"Lodgepole Pine","32","Comanche Peak Area",564
2917,"N","10-15",120,22,2151,2905,"Lodgepole Pine","33","Comanche Peak Area",557
2307,"N","30-35",150,62,210,859,"Lodgepole Pine","2","Cache la Poudre Area",462
2584,"S","10-15",67,4,2903,2182,"Lodgepole Pine","2","Comanche Peak Area",633
3199,"W","5-10",242,13,5926,1765,"Lodgepole Pine","22","Rawah Area",622
2152,"N","15-20",180,88,488,418,"Ponderosa Pine","10","Cache la Poudre Area",566
2861,"E","15-20",153,5,2632,2471,"Lodgepole Pine","23","Rawah Area",533
2979,"NE","20-25",300,120,1574,2982,"Spruce/Fir","24","Comanche Peak Area",506
3170,"S","15-20",277,29,1867,2017,"Spruce/Fir","33","Comanche Peak Area",603
3370,"S","10-15",741,195,1452,979,"Spruce/Fir","20","Neota Area",618
3151,"N","20-25",255,31,3975,912,"Spruce/Fir","24","Comanche Peak Area",521
3339,"N","10-15",190,46,1944,2032,"Spruce/Fir","38","Neota Area",579
2839,"N","5-10",306,47,2164,1907,"Lodgepole Pine","29","Rawah Area",600
3116,"S","20-25",418,101,1841,1006,"Lodgepole Pine","29","Rawah Area",616
3129,"N","10-15",589,112,1595,2521,"Spruce/Fir","31","Comanche Peak Area",578
2573,"E","15-20",124,32,595,2230,"Lodgepole Pine","12","Rawah Area",545
2957,"N","15-20",474,144,2856,1602,"Lodgepole Pine","10","Comanche Peak Area",552
2990,"NE","5-10",551,164,306,607,"Spruce/Fir","33","Comanche Peak Area",584
2867,"E","10-15",42,0,2958,2131,"Lodgepole Pine","30","Rawah Area",573
3036,"NE","15-20",201,69,805,684,"Spruce/Fir","29","Rawah Area",544
2767,"E","5-10",108,15,1621,2830,"Lodgepole Pine","29","Rawah Area",600
2969,"N","30-35",201,47,1888,1714,"Lodgepole Pine","33","Comanche Peak Area",485
3214,"W","10-15",666,94,3312,1077,"Spruce/Fir","32","Comanche Peak Area",633
3060,"N","10-15",85,5,3568,324,"Spruce/Fir","29","Rawah Area",573
3129,"SE","25-30",319,69,4250,769,"Lodgepole Pine","30","Rawah Area",523
2791,"SW","5-10",272,33,2273,1637,"Lodgepole Pine","12","Rawah Area",624
2490,"NW","20-25",60,36,767,1687,"Lodgepole Pine","33","Comanche Peak Area",575
2712,"SE","15-20",67,20,2135,6520,"Lodgepole Pine","12","Rawah Area",574
3030,"S","5-10",95,10,1321,990,"Lodgepole Pine","32","Comanche Peak Area",628
3174,"NW","20-25",513,8,663,1771,"Spruce/Fir","33","Neota Area",546
3151,"N","15-20",420,10,2195,1448,"Lodgepole Pine","32","Comanche Peak Area",540
2913,"N","5-10",30,0,3142,2287,"Lodgepole Pine","29","Rawah Area",583
2655,"N","15-20",283,11,1800,2173,"Lodgepole Pine","24","Comanche Peak Area",535
3216,"W","20-25",335,128,1776,2079,"Lodgepole Pine","32","Comanche Peak Area",601
3011,"W","5-10",819,113,5826,6011,"Lodgepole Pine","29","Rawah Area",622
2903,"N","20-25",430,105,3300,612,"Lodgepole Pine","33","Comanche Peak Area",538
3285,"W","10-15",300,10,2685,641,"Spruce/Fir","22","Comanche Peak Area",624
2320,"NW","10-15",30,3,1440,459,"Douglas-fir","10","Cache la Poudre Area",606
3221,"SW","0-5",258,0,5980,1639,"Spruce/Fir","22","Rawah Area",621
2905,"NW","10-15",108,17,3192,1894,"Lodgepole Pine","29","Rawah Area",593
3123,"SW","5-10",618,118,6176,1516,"Lodgepole Pine","29","Rawah Area",634
3170,"W","0-5",170,8,4482,1140,"Spruce/Fir","29","Rawah Area",617
2826,"NW","15-20",350,50,2272,2337,"Lodgepole Pine","23","Rawah Area",561
2552,"NW","15-20",67,17,1101,592,"Douglas-fir","33","Comanche Peak Area",595
3257,"NE","5-10",424,20,2121,1110,"Spruce/Fir","31","Comanche Peak Area",584
3120,"SE","15-20",283,42,212,3598,"Lodgepole Pine","22","Neota Area",583
2874,"NW","20-25",350,109,2554,1233,"Lodgepole Pine","24","Comanche Peak Area",580
2310,"NE","5-10",30,-4,216,1170,"Douglas-fir","14","Cache la Poudre Area",587
2864,"NW","0-5",350,60,2252,1988,"Lodgepole Pine","12","Rawah Area",607
2894,"SE","0-5",537,46,2731,2295,"Lodgepole Pine","29","Rawah Area",612
3172,"E","10-15",309,13,4834,1463,"Spruce/Fir","29","Rawah Area",573
2888,"N","15-20",534,186,2850,1790,"Lodgepole Pine","29","Rawah Area",553
2855,"SW","20-25",85,29,1020,1710,"Lodgepole Pine","4","Comanche Peak Area",637
2906,"NE","15-20",120,-13,661,1451,"Spruce/Fir","32","Comanche Peak Area",543
2840,"NW","10-15",30,6,3703,6071,"Lodgepole Pine","29","Rawah Area",577
2955,"NW","5-10",467,151,4737,5104,"Lodgepole Pine","12","Rawah Area",602
3214,"NW","5-10",127,28,1233,942,"Spruce/Fir","32","Neota Area",611
3020,"NE","5-10",108,9,3369,306,"Spruce/Fir","29","Rawah Area",595
2493,"NW","10-15",242,51,323,1910,"Ponderosa Pine","10","Cache la Poudre Area",605
2882,"N","10-15",190,-1,1527,2809,"Lodgepole Pine","11","Comanche Peak Area",575
2922,"E","10-15",180,9,5244,4163,"Spruce/Fir","29","Rawah Area",560
2528,"S","20-25",60,7,2300,864,"Ponderosa Pine","4","Comanche Peak Area",621
3302,"N","15-20",162,-22,3794,3904,"Krummholz","38","Rawah Area",544
2312,"NW","10-15",451,93,660,430,"Ponderosa Pine","6","Cache la Poudre Area",592
3321,"NW","20-25",60,18,3495,2413,"Krummholz","24","Comanche Peak Area",568
3172,"E","5-10",270,67,2632,1771,"Spruce/Fir","29","Rawah Area",597
2834,"NW","20-25",558,79,1074,1203,"Lodgepole Pine","28","Comanche Peak Area",559
3025,"E","5-10",458,5,1622,1366,"Lodgepole Pine","32","Comanche Peak Area",585
2917,"S","0-5",90,2,819,2100,"Lodgepole Pine","23","Rawah Area",618
2909,"SE","20-25",170,29,5086,4482,"Lodgepole Pine","24","Rawah Area",549
2942,"NW","15-20",85,7,4849,1950,"Aspen","29","Rawah Area",600
2733,"E","25-30",67,23,175,1455,"Lodgepole Pine","30","Rawah Area",469
3292,"NW","10-15",120,36,5555,700,"Spruce/Fir","38","Rawah Area",604
2829,"NE","5-10",0,0,3036,4552,"Lodgepole Pine","29","Rawah Area",573
3034,"E","0-5",400,-5,3121,1120,"Lodgepole Pine","32","Comanche Peak Area",604
3185,"E","5-10",120,10,3377,4671,"Spruce/Fir","29","Rawah Area",585
2649,"SE","5-10",0,0,1710,95,"Lodgepole Pine","10","Comanche Peak Area",607
3073,"SE","15-20",150,0,700,1834,"Spruce/Fir","29","Rawah Area",564
2530,"SW","30-35",190,115,1679,513,"Ponderosa Pine","4","Comanche Peak Area",621
3439,"E","5-10",726,154,2297,1381,"Spruce/Fir","40","Rawah Area",596
3268,"NE","15-20",525,80,3887,3763,"Spruce/Fir","38","Rawah Area",536
3171,"SW","5-10",60,9,738,1452,"Spruce/Fir","23","Comanche Peak Area",625
2929,"E","5-10",67,10,4703,5827,"Lodgepole Pine","20","Rawah Area",583
2745,"N","20-25",42,11,2461,524,"Lodgepole Pine","31","Comanche Peak Area",518
2690,"NE","5-10",0,0,1894,3970,"Lodgepole Pine","23","Rawah Area",592
3179,"N","10-15",492,109,3088,2652,"Spruce/Fir","32","Comanche Peak Area",569
3018,"S","5-10",285,23,5581,1865,"Lodgepole Pine","23","Rawah Area",623
2896,"NE","15-20",67,10,5451,4150,"Lodgepole Pine","29","Rawah Area",539
2553,"W","10-15",210,59,335,806,"Lodgepole Pine","10","Cache la Poudre Area",617
2818,"N","5-10",216,20,1814,1500,"Lodgepole Pine","12","Rawah Area",598
3031,"NE","20-25",319,47,1679,1239,"Lodgepole Pine","32","Comanche Peak Area",497
3239,"E","5-10",67,0,2926,693,"Spruce/Fir","23","Rawah Area",594
3252,"SE","15-20",228,40,1650,1917,"Spruce/Fir","32","Comanche Peak Area",588
2945,"W","5-10",283,19,1622,1207,"Spruce/Fir","30","Rawah Area",629
3193,"E","5-10",42,3,2541,987,"Spruce/Fir","23","Rawah Area",602
2880,"E","25-30",301,208,1243,793,"Aspen","13","Comanche Peak Area",480
2800,"E","10-15",240,49,1291,2405,"Lodgepole Pine","32","Comanche Peak Area",572
2746,"NE","15-20",60,15,2454,4127,"Lodgepole Pine","12","Rawah Area",542
2734,"E","5-10",240,-24,1354,870,"Lodgepole Pine","11","Comanche Peak Area",578
2936,"N","15-20",108,17,2794,1200,"Spruce/Fir","33","Comanche Peak Area",558
3224,"E","10-15",711,108,1986,2742,"Spruce/Fir","24","Comanche Peak Area",573
3136,"E","10-15",216,-32,1224,1114,"Lodgepole Pine","29","Rawah Area",558
3295,"W","10-15",595,128,4260,2440,"Spruce/Fir","38","Comanche Peak Area",624
3014,"NW","15-20",60,26,1318,1442,"Lodgepole Pine","23","Comanche Peak Area",582
2978,"SE","25-30",324,131,6085,4138,"Lodgepole Pine","30","Rawah Area",569
3701,"NW","5-10",1112,255,5423,3694,"Krummholz","40","Comanche Peak Area",606
2967,"NE","10-15",30,6,3156,1065,"Spruce/Fir","20","Comanche Peak Area",560
2409,"NW","15-20",212,100,787,607,"Douglas-fir","10","Cache la Poudre Area",572
3425,"SE","5-10",153,46,1879,3089,"Krummholz","40","Rawah Area",597
2944,"E","10-15",228,27,5107,2565,"Lodgepole Pine","22","Rawah Area",575
2996,"N","5-10",42,-4,4392,700,"Lodgepole Pine","19","Rawah Area",590
2961,"E","20-25",721,163,3000,618,"Lodgepole Pine","10","Comanche Peak Area",508
3416,"NW","0-5",450,-28,4765,4194,"Krummholz","35","Comanche Peak Area",607
2737,"SE","10-15",30,4,2758,5581,"Lodgepole Pine","29","Rawah Area",596
2969,"N","10-15",108,19,4824,4039,"Lodgepole Pine","29","Rawah Area",567
3312,"N","15-20",127,44,1931,1939,"Spruce/Fir","23","Neota Area",568
3279,"E","15-20",150,49,4460,1191,"Spruce/Fir","29","Rawah Area",552
3294,"S","10-15",390,106,1277,2687,"Spruce/Fir","29","Rawah Area",633
3084,"SE","15-20",323,92,3087,874,"Spruce/Fir","33","Comanche Peak Area",559
2746,"N","20-25",127,54,1557,1103,"Lodgepole Pine","31","Comanche Peak Area",519
3396,"S","5-10",42,3,2778,488,"Krummholz","38","Comanche Peak Area",624
3295,"N","15-20",541,71,2871,3408,"Krummholz","32","Comanche Peak Area",556
2933,"SE","5-10",150,11,4585,4348,"Lodgepole Pine","29","Rawah Area",604
3140,"S","10-15",240,1,2165,691,"Spruce/Fir","23","Rawah Area",628
2851,"NE","15-20",256,63,1418,1434,"Lodgepole Pine","10","Comanche Peak Area",540
2309,"N","20-25",90,44,390,626,"Ponderosa Pine","10","Cache la Poudre Area",505
2833,"NW","10-15",300,-50,1366,1381,"Lodgepole Pine","23","Comanche Peak Area",608
3259,"N","10-15",216,69,2750,2546,"Spruce/Fir","24","Comanche Peak Area",585
3130,"NW","10-15",192,31,4103,1181,"Spruce/Fir","29","Rawah Area",602
2598,"NW","5-10",30,0,582,1482,"Lodgepole Pine","20","Rawah Area",605
2694,"N","15-20",335,52,365,531,"Lodgepole Pine","10","Comanche Peak Area",544
2991,"N","10-15",30,4,969,2650,"Spruce/Fir","22","Comanche Peak Area",555
2844,"SE","25-30",85,36,5226,4451,"Lodgepole Pine","29","Rawah Area",542
3036,"SW","15-20",543,67,5481,1072,"Lodgepole Pine","29","Rawah Area",639
2660,"N","15-20",67,11,1890,994,"Lodgepole Pine","10","Comanche Peak Area",543
2777,"E","10-15",537,11,1538,1022,"Lodgepole Pine","23","Rawah Area",576
